programming,maths,communication,logic,self_learning,projects_completed,years_experience,internships,gpa,career
68,91,66,85,1,3,1,1,8.6,HR
74,93,69,78,1,5,1,0,8.6,HR
62,71,84,73,0,2,0,0,8.6,HR
57,62,81,73,1,3,1,1,8.6,Teacher
55,72,94,75,1,3,0,0,8.6,Teacher
51,61,92,76,0,1,1,0,8.6,Teacher
72,93,65,81,0,6,1,0,8.6,HR
89,76,57,81,1,7,2,1,8.6,Software
52,76,85,67,0,2,1,1,8.6,Teacher
93,89,67,77,1,5,2,1,8.6,Software
63,66,80,74,0,2,0,1,8.6,Teacher
78,83,76,89,1,3,1,0,8.6,Software
68,61,87,71,1,2,0,0,8.6,Teacher
65,63,82,77,0,3,0,1,8.6,Teacher
90,89,71,85,1,7,1,1,8.6,Software
66,82,73,82,0,3,1,1,8.6,HR
73,93,75,89,1,5,3,0,8.6,HR
68,72,85,79,1,3,0,0,8.6,Teacher
56,69,89,75,1,1,0,0,8.6,Teacher
71,93,63,75,0,6,1,0,8.6,HR
59,79,83,74,0,1,0,0,8.6,Teacher
53,74,89,71,1,3,1,0,8.6,Teacher
91,86,62,79,1,4,4,1,8.6,Software
81,80,71,87,1,5,2,0,8.6,HR
71,85,73,76,1,3,1,0,8.6,HR
84,75,66,86,1,7,2,1,8.6,Software
94,76,60,78,1,6,1,1,8.6,Software
60,70,88,70,1,2,1,0,8.6,Teacher
81,74,60,86,1,5,2,1,8.6,Software
58,66,93,76,1,1,0,1,8.6,Teacher
67,93,66,85,0,4,2,1,8.6,HR
68,91,74,84,1,5,2,1,8.6,HR
76,82,67,81,1,4,2,1,8.6,HR
79,87,63,83,0,3,2,0,8.6,HR
93,86,59,84,1,6,2,1,8.6,Software
77,85,64,76,1,4,2,1,8.6,HR
82,86,70,76,1,5,1,0,8.6,Teacher
94,85,67,85,1,4,2,1,8.6,Software
88,75,69,89,1,6,3,1,8.6,Teacher
50,60,82,70,1,2,1,0,8.6,Teacher
59,68,85,65,0,2,0,0,8.6,Teacher
64,72,91,66,1,3,1,0,8.6,Teacher
84,79,62,86,1,4,4,1,8.6,Software
83,85,61,81,1,5,2,1,8.6,Software
92,73,60,80,1,7,1,1,8.6,Software
50,79,81,68,1,1,0,0,8.6,Teacher
80,78,67,83,1,5,3,1,8.6,Software
63,68,88,65,0,2,1,1,8.6,Teacher
83,74,57,78,1,4,1,1,8.6,Software
57,71,85,76,1,3,0,0,8.6,Teacher
68,75,82,78,0,3,1,1,8.6,Teacher
74,92,76,85,1,3,2,1,8.6,HR
51,68,85,79,0,2,0,0,8.6,Teacher
92,80,60,77,1,4,1,1,8.6,HR
63,76,92,76,1,3,0,1,8.6,Teacher
59,61,94,70,1,2,0,1,8.6,Teacher
90,83,66,89,1,5,4,1,8.6,HR
78,84,71,84,1,4,3,0,8.6,HR
89,75,65,75,1,4,2,1,8.6,Software
65,71,88,78,1,2,0,1,8.6,Teacher
67,65,81,68,1,3,1,1,8.6,Teacher
56,65,91,66,1,2,1,1,8.6,Teacher
65,74,82,77,1,3,1,1,8.6,Teacher
92,83,67,85,1,7,3,1,8.6,Teacher
93,71,61,80,1,4,1,1,8.6,Software
68,63,83,72,0,1,0,0,8.6,Teacher
80,86,78,85,0,3,1,1,8.6,HR
69,67,87,67,0,3,0,1,8.6,Teacher
60,77,84,65,0,1,1,0,8.6,HR
81,73,72,79,1,6,2,1,8.6,Software
60,66,81,77,0,3,0,1,8.6,Teacher
89,73,71,82,1,6,1,1,8.6,Software
81,89,70,83,1,4,2,1,8.6,Software
69,62,93,73,0,2,1,0,8.6,Teacher
51,71,91,66,1,2,0,1,8.6,Teacher
71,86,73,88,1,3,1,1,8.6,HR
55,74,81,72,0,3,1,0,8.6,Teacher
59,67,87,77,1,3,1,1,8.6,Teacher
56,74,83,65,0,3,1,1,8.6,Teacher
89,72,70,81,1,7,3,1,8.6,Software
69,85,70,82,0,6,2,1,8.6,HR
84,75,70,76,1,4,3,1,8.6,Software
52,60,82,73,0,3,0,1,8.6,Teacher
54,79,86,68,1,2,1,0,8.6,Teacher
58,61,90,71,0,1,1,1,8.6,Teacher
80,76,65,85,1,6,4,1,8.6,Software
86,72,60,79,1,4,3,1,8.6,Software
69,70,86,78,1,3,0,1,8.6,Teacher
87,88,57,89,1,5,2,1,8.6,Software
74,91,69,84,0,5,2,0,8.6,HR
87,82,61,86,1,7,4,1,8.6,Software
67,66,84,79,0,3,0,1,8.6,Teacher
90,89,69,77,1,6,3,1,8.6,Software
54,63,93,74,0,2,1,0,8.6,Teacher
84,85,55,77,1,4,3,1,8.6,Software
94,75,57,80,1,6,4,1,8.6,Software
69,86,78,78,1,4,3,1,8.6,HR
83,83,65,75,0,3,1,1,8.6,HR
88,87,66,81,1,5,3,1,8.6,Software
93,87,61,78,1,6,2,1,8.6,Software
82,87,63,89,1,5,4,1,8.6,Software
93,70,65,79,1,4,1,1,8.6,Software
61,74,87,79,0,1,0,1,8.6,HR
71,89,78,89,1,4,1,1,8.6,HR
79,88,73,85,0,5,2,1,8.6,HR
70,83,77,79,1,3,3,0,8.6,HR
78,91,77,80,1,4,1,1,8.6,HR
73,85,61,84,1,4,2,0,8.6,HR
91,83,58,79,1,7,2,1,8.6,Software
80,76,70,75,1,6,4,1,8.6,Software
50,67,84,65,1,1,1,1,8.6,Teacher
67,65,89,68,0,1,1,1,8.6,Teacher
63,71,92,78,0,3,0,0,8.6,Teacher
81,90,62,81,1,5,2,1,8.6,HR
68,94,65,84,1,6,2,0,8.6,HR
85,75,74,89,1,6,1,1,8.6,Software
85,80,64,76,1,4,1,1,8.6,Software
79,83,71,85,0,4,1,1,8.6,HR
93,86,73,75,1,4,1,1,8.6,Software
71,82,79,80,0,5,3,0,8.6,HR
52,63,85,69,1,1,1,0,8.6,Teacher
62,67,85,69,0,2,0,0,8.6,Teacher
93,85,59,77,1,6,2,1,8.6,Software
73,86,71,86,1,6,2,1,8.6,HR
72,90,67,80,1,5,1,0,8.6,HR
92,83,57,76,1,4,4,1,8.6,Software
55,65,89,79,1,1,1,0,8.6,Teacher
72,92,70,87,1,6,2,0,8.6,HR
87,70,61,89,1,4,2,1,8.6,Software
70,85,60,79,0,6,3,0,8.6,HR
81,81,70,88,1,3,2,1,8.6,HR
76,86,63,81,1,5,1,1,8.6,HR
80,88,69,79,1,6,4,1,8.6,Software
59,65,85,70,1,1,1,0,8.6,Teacher
94,71,56,87,1,6,1,1,8.6,Software
86,88,67,84,1,7,4,1,8.6,Software
60,77,91,72,1,3,1,1,8.6,Teacher
86,84,73,86,1,7,2,1,8.6,Software
92,81,57,87,1,7,2,1,8.6,Software
74,81,71,78,1,3,1,0,8.6,HR
72,87,68,88,1,3,1,1,8.6,HR
90,79,73,88,1,4,3,1,8.6,Software
55,67,94,66,1,1,1,1,8.6,Teacher
89,78,57,85,1,7,3,1,8.6,Software
84,91,64,86,0,5,1,1,8.6,HR
84,86,63,76,1,6,2,1,8.6,HR
79,84,75,87,1,3,2,0,8.6,HR
69,93,64,89,0,3,3,1,8.6,HR
91,74,64,84,1,4,1,1,8.6,Software
66,67,82,69,0,3,1,1,8.6,Teacher
70,80,72,77,0,5,2,0,8.6,HR
68,71,90,75,1,1,1,0,8.6,Teacher
74,94,67,87,1,6,3,1,8.6,HR
92,72,65,75,1,6,3,1,8.6,Software
71,85,75,75,1,5,3,1,8.6,HR
53,76,89,77,0,1,0,0,8.6,Teacher
65,73,93,75,1,3,0,0,8.6,Teacher
57,73,86,71,0,3,1,0,8.6,Teacher
83,83,66,78,0,3,3,1,8.6,HR
54,62,85,78,0,1,1,1,8.6,Teacher
85,85,71,85,1,7,3,1,8.6,Software
52,71,92,65,0,1,1,1,8.6,Teacher
81,92,64,79,1,4,3,1,8.6,HR
52,70,88,74,1,1,0,1,8.6,Teacher
86,84,56,86,1,6,2,1,8.6,Software
81,78,67,89,1,6,3,1,8.6,HR
84,83,65,83,1,3,3,0,8.6,HR
83,94,62,82,0,3,2,1,8.6,HR
80,89,63,88,1,5,4,1,8.6,Software
57,79,90,72,1,1,0,1,8.6,Teacher
71,92,72,82,0,6,2,1,8.6,HR
65,77,81,77,0,3,0,1,8.6,Teacher
85,86,59,80,1,5,4,1,8.6,Software
59,64,88,67,0,1,1,0,8.6,Teacher
80,85,64,75,1,5,3,1,8.6,Software
74,80,78,86,0,5,2,0,8.6,HR
68,62,89,66,1,1,0,1,8.6,Teacher
77,81,77,82,0,4,3,0,8.6,HR
85,76,61,75,1,5,1,1,8.6,Software
92,80,61,76,1,7,4,1,8.6,Software
56,73,94,74,0,3,0,0,8.6,Teacher
69,88,73,88,1,4,2,0,8.6,HR
82,70,66,77,1,7,3,1,8.6,Software
66,82,75,88,1,4,3,1,8.6,HR
93,86,70,78,1,5,4,1,8.6,Software
94,78,56,83,1,7,3,1,8.6,Software
93,83,69,88,1,6,2,1,8.6,Software
58,66,88,71,1,3,1,0,8.6,Teacher
77,83,75,84,0,6,1,1,8.6,HR
82,90,77,82,0,5,1,1,8.6,HR
54,78,88,73,1,3,0,0,8.6,Teacher
90,74,58,79,1,7,3,1,8.6,Software
51,66,92,67,0,1,1,0,8.6,HR
86,80,74,76,1,6,2,1,8.6,Software
73,81,78,84,1,6,1,0,8.6,HR
88,84,74,82,1,5,3,1,8.6,Software
65,70,86,73,0,1,1,0,8.6,Teacher
86,83,67,84,1,6,2,1,8.6,Software
84,83,70,82,1,5,1,1,8.6,Software
65,60,90,75,0,1,0,0,8.6,Teacher
58,66,92,74,1,2,0,1,8.6,Teacher
85,71,58,79,1,5,1,1,8.6,Software
81,84,67,81,1,7,1,1,8.6,Teacher
50,70,89,67,0,3,0,1,8.6,Teacher
82,89,72,84,1,7,4,1,8.6,Software
56,72,94,76,0,3,0,1,8.6,Teacher
84,82,61,81,1,4,4,1,8.6,Software
66,65,81,65,1,2,0,1,8.6,Teacher
70,81,76,79,1,6,3,1,8.6,HR
66,62,93,75,0,1,0,0,8.6,Teacher
74,82,79,87,1,6,3,1,8.6,HR
56,77,83,65,0,3,0,0,8.6,Teacher
50,60,82,73,0,2,0,1,8.6,Teacher
81,72,70,78,1,4,2,1,8.6,Software
61,70,90,65,1,1,0,0,8.6,Teacher
78,93,62,77,1,6,3,0,8.6,HR
65,91,69,89,0,3,1,0,8.6,HR
50,71,88,66,0,1,0,1,8.6,Teacher
84,83,61,85,1,3,2,0,8.6,HR
52,60,87,65,0,2,0,1,8.6,Teacher
71,94,76,78,0,4,1,0,8.6,HR
68,81,67,76,0,6,2,1,8.6,HR
63,62,92,73,0,2,0,1,8.6,Teacher
60,75,90,77,1,2,0,0,8.6,Teacher
82,77,73,76,1,5,1,1,8.6,Software
80,88,61,81,1,4,3,1,8.6,Software
60,66,83,77,1,3,1,1,8.6,Teacher
83,83,68,89,1,6,3,0,8.6,HR
64,76,81,71,0,3,1,0,8.6,Teacher
84,86,72,79,0,4,1,1,8.6,HR
70,82,71,84,0,5,2,0,8.6,HR
73,83,76,75,0,4,2,1,8.6,HR
94,79,71,75,1,6,1,1,8.6,Software
74,92,69,80,1,3,1,1,8.6,HR
84,82,61,89,1,7,3,1,8.6,Software
82,94,60,83,1,5,1,0,8.6,HR
71,85,76,75,1,4,2,1,8.6,Software
76,91,65,77,1,5,1,0,8.6,HR
68,81,63,88,0,3,3,1,8.6,HR
90,71,62,81,1,4,1,1,8.6,Software
66,80,69,83,0,4,2,0,8.6,HR
83,87,65,83,1,4,4,1,8.6,Software
70,90,63,84,1,4,3,0,8.6,HR
51,77,88,70,0,1,0,1,8.6,Teacher
82,75,67,75,1,4,1,1,8.6,Software
65,82,66,78,1,6,3,0,8.6,HR
64,72,81,79,0,3,0,0,8.6,Teacher
71,89,66,84,1,4,1,1,8.6,Software
67,84,71,78,1,4,1,1,8.6,HR
85,72,55,76,1,4,1,1,8.6,Software
66,88,72,80,1,6,2,1,8.6,HR
69,83,61,80,1,6,2,1,8.6,HR
69,85,61,80,0,3,1,1,8.6,HR
81,76,57,89,1,7,3,1,8.6,Software
52,71,82,68,0,1,1,1,8.6,Teacher
73,85,64,78,0,3,1,1,8.6,HR
69,81,63,75,1,6,2,1,8.6,HR
87,71,68,80,1,6,4,1,8.6,Software
86,74,57,86,1,7,2,1,8.6,Software
69,60,80,65,0,1,0,1,8.6,Teacher
61,79,94,71,1,1,0,0,8.6,Software
73,83,71,84,0,5,1,1,8.6,HR
61,70,94,65,1,2,1,1,8.6,Teacher
51,66,84,79,0,1,0,0,8.6,Teacher
82,75,66,86,1,4,4,1,8.6,Software
66,74,86,72,1,1,1,1,8.6,Teacher
83,87,69,76,1,6,3,1,8.6,Software
83,82,71,77,0,4,1,0,8.6,HR
74,89,60,87,0,5,3,0,8.6,HR
68,60,84,75,1,2,1,0,8.6,Teacher
64,62,93,74,0,3,0,0,8.6,Teacher
60,69,93,78,0,1,0,0,8.6,Teacher
79,91,76,86,1,4,1,0,8.6,HR
87,77,65,83,1,4,2,1,8.6,Software
93,73,71,84,1,6,3,1,8.6,Software
75,80,77,77,1,4,1,0,8.6,HR
93,88,59,75,1,6,3,1,8.6,Software
83,71,58,77,1,4,3,1,8.6,Software
77,84,71,87,0,5,3,1,8.6,HR
83,93,64,83,1,5,2,0,8.6,HR
81,85,60,82,1,6,4,1,8.6,Software
81,87,72,85,1,4,3,1,8.6,HR
64,64,87,78,0,3,0,1,8.6,Teacher
67,79,85,73,0,3,1,0,8.6,Teacher
67,71,88,75,0,2,0,0,8.6,Teacher
79,94,78,78,0,4,2,0,8.6,HR
92,87,74,78,1,5,1,1,8.6,Software
61,65,83,77,1,2,1,0,8.6,Teacher
66,77,88,74,0,3,0,0,8.6,Teacher
81,94,61,83,1,4,3,1,8.6,HR
79,82,69,83,0,5,1,1,8.6,HR
78,91,72,78,0,5,2,1,8.6,HR
87,79,74,83,1,6,3,1,8.6,Software
60,71,85,73,1,3,1,1,8.6,Teacher
91,71,59,76,1,6,2,1,8.6,Software
53,78,83,65,1,1,1,0,8.6,Teacher
83,74,60,89,1,5,4,1,8.6,Software
54,70,85,66,1,1,1,1,8.6,Teacher
65,60,85,73,1,1,0,1,8.6,Teacher
94,74,70,86,1,6,2,1,8.6,Software
94,80,70,82,1,7,4,1,8.6,Software
85,79,69,80,1,4,2,1,8.6,Software
86,74,57,87,1,6,3,1,8.6,Software
94,77,55,88,1,6,3,1,8.6,Software
94,77,58,76,1,5,1,1,8.6,HR
92,70,55,88,1,4,4,1,8.6,Software
81,79,62,86,1,7,2,1,8.6,Software
58,79,88,66,0,1,0,0,8.6,HR
65,83,66,82,0,6,2,1,8.6,HR
84,88,72,76,0,3,1,1,8.6,HR
62,68,85,70,1,1,1,1,8.6,Teacher
84,80,70,84,1,5,2,1,8.6,HR
68,87,62,80,0,4,2,1,8.6,HR
66,93,63,81,1,3,2,0,8.6,HR
66,92,75,77,1,4,3,0,8.6,HR
82,77,64,85,1,7,1,1,8.6,Software
89,86,70,81,1,7,3,1,8.6,Software
81,80,72,87,0,5,1,1,8.6,HR
80,92,76,83,1,3,2,0,8.6,HR
90,73,65,81,1,5,2,1,8.6,Software
67,94,61,83,0,3,2,1,8.6,HR
61,61,90,69,1,2,0,0,8.6,Teacher
75,94,71,77,0,5,3,1,8.6,HR
68,81,77,87,0,3,2,0,8.6,HR
69,71,80,75,1,2,1,1,8.6,HR
80,72,64,86,1,7,4,1,8.6,Software
62,75,94,76,0,3,0,1,8.6,Teacher
82,79,71,88,1,7,1,1,8.6,Software
84,88,67,85,1,5,3,1,8.6,HR
67,76,90,76,1,1,0,0,8.6,Teacher
76,80,79,86,0,5,1,0,8.6,HR
55,71,85,76,1,3,1,1,8.6,Teacher
84,73,61,88,1,4,4,1,8.6,Software
61,77,93,73,0,2,0,1,8.6,Teacher
61,77,86,68,1,1,1,1,8.6,Teacher
80,78,72,86,1,5,3,1,8.6,Software
83,88,77,80,1,5,1,1,8.6,HR
50,70,86,74,1,3,1,0,8.6,Teacher
61,65,89,70,1,2,1,0,8.6,Teacher
91,87,74,78,1,4,2,1,8.6,Software
60,72,81,73,0,3,1,1,8.6,Teacher
78,90,67,76,1,3,3,1,8.6,HR
91,86,59,75,1,6,4,1,8.6,Software
80,74,68,83,1,7,1,1,8.6,Software
62,74,85,78,0,1,1,1,8.6,Software
65,83,70,78,0,6,2,1,8.6,HR
54,67,92,72,0,3,0,0,8.6,Teacher
66,60,85,69,1,2,1,0,8.6,Teacher
88,87,59,84,1,6,3,1,8.6,Software
69,84,68,77,0,5,1,1,8.6,HR
63,66,84,71,0,1,0,1,8.6,Teacher
73,86,74,76,0,5,1,1,8.6,HR
89,77,68,80,1,7,2,1,8.6,Software
84,77,59,89,1,7,1,1,8.6,Software
93,70,73,75,1,5,2,1,8.6,Software
85,88,69,84,1,5,2,1,8.6,Software
71,83,60,88,1,6,1,0,8.6,HR
84,73,60,84,1,5,3,1,8.6,Software
83,79,57,82,1,4,1,1,8.6,Software
53,77,86,72,1,1,0,1,8.6,Teacher
83,82,58,83,1,6,4,1,8.6,Software
76,91,61,87,1,5,1,0,8.6,HR
92,77,61,82,1,7,2,1,8.6,Software
51,63,88,74,1,1,0,1,8.6,Teacher
89,71,58,80,1,6,2,1,8.6,Software
58,60,86,67,1,1,0,1,8.6,Teacher
86,87,58,75,1,6,4,1,8.6,Software
75,89,61,78,0,5,3,0,8.6,HR
62,79,81,78,0,2,1,1,8.6,Teacher
68,70,81,74,0,3,0,1,8.6,Teacher
66,77,89,72,0,1,1,0,8.6,Teacher
70,91,63,88,0,3,2,1,8.6,HR
67,67,85,73,1,2,0,0,8.6,Software
91,81,63,85,1,5,4,1,8.6,Software
94,86,70,75,1,7,1,1,8.6,Software
52,67,90,75,1,2,1,1,8.6,Teacher
68,89,75,88,1,3,1,0,8.6,HR
80,81,60,84,1,6,4,1,8.6,Software
57,74,93,79,0,3,0,0,8.6,Teacher
81,78,67,79,1,5,1,1,8.6,Software
73,86,61,87,0,6,2,0,8.6,HR
57,60,81,77,0,1,0,1,8.6,Teacher
94,86,65,78,1,7,1,1,8.6,Software
88,83,68,87,1,6,4,1,8.6,Software
64,64,91,72,1,2,1,1,8.6,Teacher
59,68,81,73,1,2,1,0,8.6,Teacher
90,83,68,89,1,7,1,1,8.6,Software
85,83,55,83,1,4,1,1,8.6,Software
75,91,73,78,0,6,3,1,8.6,HR
65,93,77,76,1,3,3,0,8.6,HR
86,81,55,77,1,6,1,1,8.6,Software
85,81,72,75,1,7,2,1,8.6,Software
61,72,88,76,0,2,0,0,8.6,Teacher
74,94,74,88,1,3,2,1,8.6,HR
74,83,72,83,0,4,2,0,8.6,HR
57,62,94,79,1,1,1,0,8.6,Teacher
51,74,91,74,1,3,0,1,8.6,Teacher
89,71,74,79,1,6,3,1,8.6,Software
52,74,94,71,1,3,0,0,8.6,Teacher
86,85,71,88,1,7,4,1,8.6,Software
89,76,71,82,1,4,1,1,8.6,Software
53,76,81,69,1,2,0,1,8.6,Teacher
68,83,79,76,0,6,1,1,8.6,HR
57,66,88,71,0,1,1,1,8.6,Teacher
83,78,69,88,1,6,4,1,8.6,Software
82,92,77,82,1,4,2,1,8.6,HR
79,88,70,78,0,3,2,0,8.6,HR
82,89,61,80,1,4,3,1,8.6,Software
51,62,90,66,1,1,1,1,8.6,Teacher
58,67,92,70,1,2,0,1,8.6,Teacher
69,70,80,77,1,1,1,1,8.6,Teacher
58,62,86,70,1,3,0,1,8.6,Teacher
74,90,78,87,1,3,1,1,8.6,HR
52,67,82,65,1,3,0,0,8.6,Teacher
69,85,74,77,0,6,3,0,8.6,HR
77,82,74,85,0,4,2,0,8.6,HR
81,88,68,77,1,6,1,1,8.6,Software
78,92,63,78,1,6,3,0,8.6,HR
81,92,72,79,1,3,1,1,8.6,HR
68,80,67,79,1,6,1,0,8.6,HR
86,70,65,76,1,4,4,1,8.6,Software
70,90,64,87,1,4,2,1,8.6,HR
67,83,75,80,1,4,2,0,8.6,HR
89,82,62,86,1,5,4,1,8.6,Software
58,68,94,66,1,1,0,0,8.6,Teacher
72,85,62,89,1,3,3,0,8.6,HR
76,92,66,88,0,6,3,0,8.6,HR
88,86,64,78,1,4,4,1,8.6,Software
78,83,64,77,1,5,3,1,8.6,HR
57,74,80,77,1,2,1,1,8.6,Teacher
88,84,68,78,1,7,4,1,8.6,Software
59,72,89,71,1,1,1,0,8.6,Teacher
81,93,65,83,0,5,2,0,8.6,HR
52,77,82,75,0,2,0,1,8.6,Teacher
67,93,70,78,1,3,3,0,8.6,HR
86,75,66,83,1,5,1,1,8.6,Software
92,74,63,85,1,7,4,1,8.6,Software
74,80,69,78,0,6,1,1,8.6,HR
64,67,92,74,0,3,1,1,8.6,Teacher
80,88,65,82,1,7,2,1,8.6,Software
66,82,65,75,0,4,2,0,8.6,HR
78,85,63,80,0,6,2,1,8.6,HR
92,83,63,86,1,4,2,1,8.6,Software
80,80,76,80,1,3,2,1,8.6,HR
83,78,62,77,1,5,2,1,8.6,Software
56,69,91,77,0,3,1,1,8.6,Teacher
55,67,90,72,1,2,0,0,8.6,Teacher
50,65,82,70,0,3,0,1,8.6,HR
91,81,57,79,1,6,2,1,8.6,Software
81,88,65,83,1,6,3,0,8.6,HR
81,87,65,75,1,5,2,1,8.6,Software
72,82,79,80,0,5,1,0,8.6,HR
91,87,56,77,1,7,4,1,8.6,Software
68,77,91,71,1,3,0,0,8.6,Teacher
66,92,72,78,1,3,2,0,8.6,Teacher
74,87,62,87,1,3,3,1,8.6,HR
67,90,79,77,1,6,2,0,8.6,HR
65,65,93,71,0,2,1,0,8.6,Teacher
68,64,89,76,1,1,0,1,8.6,Teacher
62,60,80,77,1,3,0,0,8.6,Teacher
91,84,63,78,1,4,2,1,8.6,Software
81,75,68,76,1,5,1,1,8.6,Software
64,78,83,66,0,1,0,0,8.6,Teacher
69,60,84,72,0,1,0,0,8.6,Teacher
63,75,80,69,0,2,1,1,8.6,Teacher
93,79,56,87,1,4,1,1,8.6,Software
74,86,60,81,0,6,3,0,8.6,HR
63,64,87,69,1,2,1,1,8.6,Teacher
66,81,68,78,0,4,1,0,8.6,HR
84,80,57,82,1,7,3,1,8.6,Software
81,85,75,82,1,3,1,1,8.6,HR
66,92,70,85,1,4,2,1,8.6,Teacher
71,87,71,88,0,4,3,0,8.6,HR
81,81,60,88,1,4,3,1,8.6,HR
93,85,71,83,1,6,3,1,8.6,Software
57,67,88,73,1,3,1,0,8.6,Teacher
66,74,88,71,1,1,0,1,8.6,Teacher
73,86,73,79,1,5,1,0,8.6,HR
86,73,74,78,1,5,3,1,8.6,Software
87,88,57,81,1,6,4,1,8.6,Software
57,75,81,68,1,3,0,0,8.6,Teacher
82,92,72,88,0,4,1,0,8.6,HR
83,88,68,81,1,4,2,1,8.6,Software
77,83,78,77,1,6,1,1,8.6,Software
77,86,70,76,0,4,3,0,8.6,HR
64,76,85,70,0,1,1,1,8.6,Teacher
90,80,69,79,1,6,2,1,8.6,Software
87,80,63,77,1,6,1,1,8.6,Software
68,82,64,77,0,5,3,1,8.6,HR
89,76,61,77,1,5,3,1,8.6,HR
76,94,65,87,0,5,3,1,8.6,HR
59,75,92,66,1,2,0,0,8.6,Teacher
66,91,76,78,0,4,2,1,8.6,HR
73,84,72,81,1,4,2,1,8.6,HR
56,75,92,70,1,3,1,1,8.6,Teacher
61,79,92,76,1,1,0,1,8.6,Teacher
85,70,63,86,1,5,1,1,8.6,Software
62,69,93,66,0,2,0,0,8.6,Teacher
90,74,67,86,1,5,2,1,8.6,Software
93,79,57,87,1,6,1,1,8.6,Software
55,70,90,73,1,2,0,0,8.6,Teacher
83,83,79,81,0,6,3,1,8.6,HR
63,77,87,67,1,1,0,1,8.6,Teacher
59,67,86,72,1,3,1,0,8.6,Teacher
80,71,63,80,1,5,2,1,8.6,Software
70,94,65,89,0,5,2,0,8.6,HR
89,89,58,82,1,5,4,1,8.6,Software
51,70,94,75,1,2,1,1,8.6,Teacher
70,86,76,83,0,5,1,0,8.6,HR
67,91,65,79,1,4,1,0,8.6,HR
94,71,74,78,1,4,3,1,8.6,Software
87,75,67,75,1,6,3,1,8.6,Software
56,72,92,65,1,2,1,0,8.6,Teacher
58,67,89,71,0,3,1,1,8.6,Teacher
93,84,67,83,1,5,3,1,8.6,HR
65,74,93,69,0,2,1,0,8.6,Teacher
85,87,68,84,1,5,1,1,8.6,HR
84,70,73,75,1,5,2,1,8.6,Software
83,94,65,85,0,3,3,1,8.6,HR
76,81,62,84,0,5,3,0,8.6,HR
80,83,68,75,1,7,3,1,8.6,Software
83,70,55,89,1,4,1,1,8.6,Software
66,79,83,69,1,3,0,0,8.6,Teacher
92,71,65,79,1,5,4,1,8.6,Software
67,90,61,84,1,3,3,1,8.6,HR
76,84,71,81,0,6,2,0,8.6,HR
84,80,59,86,1,5,4,1,8.6,Software
54,67,88,75,1,3,1,0,8.6,Teacher
86,80,71,81,1,6,3,1,8.6,Software
63,73,94,67,0,3,1,1,8.6,Teacher
54,71,87,72,1,2,0,1,8.6,Teacher
61,75,84,74,1,3,1,1,8.6,Teacher
53,76,88,66,0,2,0,1,8.6,Teacher
73,87,61,80,1,5,3,1,8.6,HR
62,74,86,66,0,3,1,1,8.6,Teacher
89,70,57,88,1,6,1,1,8.6,Software
81,78,68,84,1,6,2,1,8.6,Software
70,94,66,86,1,3,1,0,8.6,HR
50,69,86,75,0,3,1,0,8.6,Teacher
58,79,91,74,0,3,1,1,8.6,Teacher
81,75,73,75,1,5,2,1,8.6,Software
78,83,67,80,1,3,2,1,8.6,HR
59,71,90,75,0,2,0,0,8.6,Teacher
83,84,75,82,1,3,3,0,8.6,HR
83,80,65,79,1,5,2,1,8.6,HR
54,76,88,72,1,3,0,1,8.6,Teacher
93,84,66,78,1,7,2,1,8.6,Software
56,71,85,66,1,3,0,0,8.6,Teacher
81,70,57,75,1,6,4,1,8.6,Software
65,94,76,86,0,6,2,1,8.6,HR
55,66,94,75,1,3,0,1,8.6,Teacher
81,83,70,87,0,6,2,1,8.6,HR
86,89,67,83,1,7,4,1,8.6,Software
85,88,69,78,1,4,3,1,8.6,Software
66,67,81,76,0,3,1,0,8.6,Teacher
76,91,76,85,1,3,1,0,8.6,HR
91,79,68,83,1,5,2,1,8.6,Software
61,65,91,73,1,2,0,1,8.6,Teacher
73,94,79,82,1,3,3,1,8.6,HR
88,82,65,87,1,7,4,1,8.6,Software
81,90,60,89,0,4,3,0,8.6,HR
76,94,76,75,0,4,2,1,8.6,HR
80,78,66,79,1,5,4,1,8.6,Software
82,79,74,86,1,7,2,1,8.6,Software
92,84,59,89,1,5,2,1,8.6,Software
86,72,61,83,1,7,3,1,8.6,Software
82,73,57,75,1,7,1,1,8.6,Software
65,94,66,87,1,3,1,1,8.6,HR
54,60,90,76,0,1,1,1,8.6,Teacher
82,87,63,87,1,5,2,1,8.6,Software
56,76,81,70,0,3,0,0,8.6,Teacher
57,76,87,71,0,1,1,1,8.6,Teacher
88,77,57,76,1,7,4,1,8.6,Teacher
78,84,65,77,1,3,1,1,8.6,HR
62,60,83,73,0,2,1,1,8.6,Teacher
58,75,89,70,1,1,0,1,8.6,Teacher
54,72,91,75,0,3,0,0,8.6,Teacher
68,85,77,86,0,4,3,0,8.6,HR
80,83,72,86,1,6,3,1,8.6,Software
68,72,84,73,0,1,0,1,8.6,Teacher
81,82,66,79,1,5,3,0,8.6,HR
81,80,76,78,0,4,3,1,8.6,HR
81,79,57,82,1,5,4,1,8.6,Software
56,74,82,73,0,1,0,1,8.6,Teacher
90,74,56,75,1,7,1,1,8.6,Software
52,62,85,77,1,1,0,0,8.6,Teacher
89,72,57,84,1,4,4,1,8.6,Software
69,70,91,73,0,2,0,0,8.6,Teacher
61,74,86,68,1,2,1,0,8.6,Teacher
